APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2785013021,01/08/2020,Single Family,8420 N CREBS AVE,LOS ANGELES,CA,91324,12,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.54361,34.22343,POINT (-118.54361 34.22343),18513,113,246,,2,65
2146033226,01/07/2020,Single Family,21931 W BURBANK BLVD,LOS ANGELES,CA,91367,3,TONYA L GOULD C/O RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.60508,34.17497,POINT (-118.60508 34.17497),19347,304,1274,2,4,49
2536003009,02/05/2020,Single Family,11105 N DE GARMO AVE,LOS ANGELES,CA,91331,7,JP Mogan Chase,Kim Boney,904-462-6487,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.41246,34.2715,POINT (-118.41246 34.2715),18907,31,1369,,1,11
5028016001,01/17/2020,Single Family,4494 W DON MILAGRO DR,LOS ANGELES,CA,90008,8,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.35329,34.0082,POINT (-118.35329 34.0082),22725,765,1027,7,14,54
2421003004,01/27/2020,Single Family,4944 N DENNY AVE,LOS ANGELES,CA,91601,2,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.36466,34.16066,POINT (-118.36466 34.16066),8488,212,338,,5,13
5106019009,01/10/2020,Multi-Family,1592 1/2 B E 48TH PL,LOS ANGELES,CA,90011,9,"Deutsche Bank National Trust Company c/o Altisource Solutions, Inc.",Siddiqui Shadab,866-952-6514,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.24563,33.99926,POINT (-118.24563 33.99926),22727,720,982,7,13,51
4362003012,01/22/2020,Single Family,10721 W BELLAGIO ROAD,LOS ANGELES,CA,90077,5,"Witkin & Associates, LLC",Richard Witkin,818-845-4000,NULL,NULL,,NULL,-118.44828,34.08057,POINT (-118.44828 34.08057),24037,828,792,,6,81
2227005030,02/11/2020,Single Family,17043 W SHERMAN WAY,LOS ANGELES,CA,91406,6,Village Capital & Investment,Property Preservation,847-550-7410,"Safeguard Properties Management, LLC",Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.50475,34.20137,POINT (-118.50475 34.20137),19734,259,315,,3,61
2275011015,01/21/2020,Single Family,3929 N DEERVALE DR,LOS ANGELES,CA,91403,4,Dbalt 2007-oa1,Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.45153,34.14281,POINT (-118.45153 34.14281),19732,340,342,,7,83
4360011252,03/02/2020,Single Family,10648 W LINDBROOK DR,LOS ANGELES,CA,90024,5,Tolbex Inc.,Michael Morris,954-364-8822,Pituach Inc.,Michael Morris,1880  E Century Park  1200 Los Angeles CA 90067,954-364-8822,-118.43553,34.06189,POINT (-118.43553 34.06189),23442,847,777,9,6,72
2022023069,01/30/2020,Single Family,7252 N CAPISTRANO AVE,LOS ANGELES,CA,91307,12,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.61751,34.20249,POINT (-118.61751 34.20249),4283,278,266,,2,44
5304014013,02/12/2020,Vacant Residential,3726 N LATROBE ST,LOS ANGELES,CA,90031,1,Anchor Loans,Dannielle Gates,818-836-1485,NULL,NULL,,NULL,-118.19853,34.08968,POINT (-118.19853 34.08968),23448,490,606,,11,92
2640007007,01/16/2020,Single Family,9013 N GULLO AVE,LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.43258,34.23368,POINT (-118.43258 34.23368),18907,139,453,,3,41
5062001028,01/07/2020,Single Family,1916 S WEST VIEW ST,LOS ANGELES,CA,90016,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.34454,34.03919,POINT (-118.34454 34.03919),23077,655,1116,,12,69
2530030008,01/20/2020,Single Family,11451 N WHEELER AVE,LOS ANGELES,CA,91342,7,NEW AMERICAN FUNDING,KARLA HOWES,949-445-8824,SO CAL INSPECTORS INC,SUZANNE PHILLIPS,9525   Stewart and Gray RD  Downey CA 90241,949-445-8824,-118.38843,34.2776,POINT (-118.38843 34.2776),18912,19,668,,1,9
5007018026,01/23/2020,Multi-Family,5420 S HILLCREST DR,LOS ANGELES,CA,90043,8,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.33654,33.99237,POINT (-118.33654 33.99237),23674,752,1037,7,14,24
2527008040,01/06/2020,Single Family,11865 N COMETA AVE,LOS ANGELES,CA,91331,7,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.41211,34.28586,POINT (-118.41211 34.28586),18907,20,249,,1,11
2724011026,03/23/2020,Non-Residential,22751 PLUMMER ST,CHATSWORTH,CA,91311,12,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Law Offices of Michelle Ghidotti c/o Bron Inc,Bron Inc,1920   Old Tustin AVE  Santa Ana CA 92705,877-338-3791,-118.6216667,34.2426135,POINT (-118.6216667 34.2426135),4284,96,370,53,2,43
6061013017,01/22/2020,Single Family,751 W 104TH PL,LOS ANGELES,CA,90044,8,The Bank of New York Mello,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.28882,33.94163,POINT (-118.28882 33.94163),23675,813,1171,7,14,45
2707024012,01/02/2020,Single Family,20642 W BERMUDA ST,LOS ANGELES,CA,91311,12,Dovenmuehle Mortgage Inc.,Keith Pltz,847-550-7300,Safeguard Properties c/o SoCAL Asset Management,Steve Meyer,15218   Summit AVE 30062 Fontana CA 92336,800-852-8306,-118.58352,34.26524,POINT (-118.58352 34.26524),4284,86,229,,2,43
2646016021,01/08/2020,Single Family,13511 W TERRA BELLA ST,LOS ANGELES,CA,91331,7,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.42737,34.25194,POINT (-118.42737 34.25194),18907,26,408,,1,11
2629013067,02/06/2020,Single Family,9270 N KEWEN AVE,LOS ANGELES,CA,91352,6,Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.40142,34.23823,POINT (-118.40142 34.23823),19335,156,1058,,3,21
5576006034,01/03/2020,Single Family,2370 N SAN MARCO DR,LOS ANGELES,CA,90068,4,Vipul Bhavsar,Vipul Bhavsar,714-809-0816,"UNIFIED MORTGAGE SERVICE, INC.",Michele Canty,2020   Camino Del Rio N 230 San Diego CA 92108,619-298-4990,-118.33087,34.11455,POINT (-118.33087 34.11455),24033,407,716,,7,64
2414004017,01/21/2020,Multi-Family,6055 N CRANER AVE,NORTH HOLLYWOOD,CA,91606,2,BSI Financial Services,customer care,800-327-7861,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.36933,34.18099,POINT (-118.36933 34.18099),8889,173,487,,5,13
2648017013,01/09/2020,Single Family,14637 W KINGSBURY ST,LOS ANGELES,CA,91345,7,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.45088,34.26364,POINT (-118.45088 34.26364),19330,72,303,,1,4
6032031026,01/22/2020,Single Family,426 W 81ST ST,LOS ANGELES,CA,90003,8,BSI Financial Services,customer care,800-327-7861,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.28141,33.96583,POINT (-118.28141 33.96583),22352,782,1005,7,14,45
2513007059,02/12/2020,Single Family,12892 N ADELPHIA AVE,LOS ANGELES,CA,91340,7,Flagstar,Allie Bullard,800-393-4887,Bron,Jessica Hamlet,41951   Remington AVE 150 Temecula CA 92590,951-291-3285,-118.4296,34.30502,POINT (-118.4296 34.30502),18910,42,285,,1,47
2104019009,02/03/2020,Single Family,7432 N SYLVIA AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.5523,34.20556,POINT (-118.5523 34.20556),18909,257,544,,4,12
2020033038,01/18/2020,Single Family,23842 W ERIN PL,LOS ANGELES,CA,91304,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.64728,34.21108,POINT (-118.64728 34.21108),4279,285,528,,2,44
7451024027,01/06/2020,Multi-Family,429 S CABRILLO AVE,SAN PEDRO,CA,90731,15,bayview,Willie Walton,714-848-7920,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.29474,33.74004,POINT (-118.29474 33.74004),3342,975,1205,,15,36
6003025004,01/23/2020,Multi-Family,1246 W 61ST ST,LOS ANGELES,CA,90044,9,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.29746,33.98404,POINT (-118.29746 33.98404),23675,768,1157,7,13,2
7425032030,01/28/2020,Single Family,1005 N PIONEER AVE,LOS ANGELES,CA,90744,15,CASTLE & COOKE MORTGAGE,Sarah Richardson,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.2488,33.78372,POINT (-118.2488 33.78372),3350,962,1204,,15,15
5183009005,01/07/2020,Single Family,2215 E 2ND ST,LOS ANGELES,CA,90033,14,CALIBER HOME LOANS,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.21252,34.04334,POINT (-118.21252 34.04334),23450,522,350,,9,38
6039001052,01/06/2020,Multi-Family,9113 #3 S BARING CROSS ST 1-3,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.28946,33.95382,POINT (-118.28946 33.95382),23675,801,1164,7,14,45
2509013104,01/22/2020,Single Family,13825  BEAVER ST,SYLMAR,CA,91342,7,The Bank of New York Mello,Doug Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.43439,34.30692,POINT (-118.43439 34.30692),18912,42,1307,,1,47
6023022024,01/07/2020,Multi-Family,833 E 77TH ST,LOS ANGELES,CA,90001,9,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.25963,33.96948,POINT (-118.25963 33.96948),22350,791,999,7,13,46
2727022050,03/11/2020,Single Family,22515 W SOUTH SUMMIT RIDGE CIR,LOS ANGELES,CA,91311,12,"HSBC Bank USA, National Association",Joni McCloyn,800-962-6010,Oak River Property Management,Joe Breckner,12930   Ventura BLVD 202 Studio City CA 91604,818-528-2291,-118.61733,34.23973,POINT (-118.61733 34.23973),4284,96,370,53,2,43
2250022010,01/22/2020,Single Family,15165   MAGNOLIA BLVD,LOS ANGELES,CA,91403,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.46287,34.16506,POINT (-118.46287 34.16506),19732,246,649,,7,83
2228003025,01/23/2020,Single Family,7337 N CALDUS AVE,LOS ANGELES,CA,91406,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.5158,34.20412,POINT (-118.5158 34.20412),19734,259,243,,3,61
5139010092,01/13/2020,Single Family,325 W 11TH ST,LOS ANGELES,CA,90015,14,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Atesa Real Estate,Thessy Onyededum,21151  S western AVE  Los Angeles CA 99501,760-691-9118,-118.26163,34.04148,POINT (-118.26163 34.04148),23076,547,773,,9,76
2647021012,03/05/2020,Single Family,9960 N BORDEAUX AVE,LOS ANGELES,CA,91331,6,Cenlar FSB,Athena Santos,609-883-3900,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.4444,34.25226,POINT (-118.4444 34.25226),18907,131,402,,3,41
2701007090,01/30/2020,Single Family,19524 W TURTLE RIDGE LANE,LOS ANGELES,CA,91326,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.55907,34.29468,POINT (-118.55907 34.29468),18905,65,1315,,2,48
5042014010,01/21/2020,Single Family,3763 S GRAMERCY PL,LOS ANGELES,CA,90018,8,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.31396,34.0192,POINT (-118.31396 34.0192),23079,687,922,7,14,32
5015008003,03/25/2020,Multi-Family,1814 W 51ST ST,LOS ANGELES,CA,90062,8,Aztec Financial,Chloe Allton,818-848-8960,Aztec Financial,Chloe Allton,2624  W MAGNOLIA  BLVD  BURBANK CA 91505,818-848-8960,-118.31189,33.9968,POINT (-118.31189 33.9968),24027,742,1043,7,14,35
4318024015,01/23/2020,Single Family,2994 S HADDINGTON DR,LOS ANGELES,CA,90064,5,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.41165,34.03578,POINT (-118.41165 34.03578),24029,874,826,9,6,75
6050031034,01/31/2020,Single Family,817 E 102ND ST,LOS ANGELES,CA,90002,8,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.26016,33.94415,POINT (-118.26016 33.94415),22351,806,360,7,14,45
2181025019,01/31/2020,Single Family,5029 N NEWCASTLE AVE,LOS ANGELES,CA,91316,5,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.52521,34.16092,POINT (-118.52521 34.16092),4286,322,328,,6,62
2369033013,01/16/2020,Single Family,11685 W PICTURESQUE DR,LOS ANGELES,CA,91604,2,BSI Financial Services,customer care,800-327-7861,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,800-327-7861,-118.38661,34.13997,POINT (-118.38661 34.13997),8492,351,1353,,5,84
2511005010,01/28/2020,Single Family,13400 W OSCAR ST,LOS ANGELES,CA,91342,7,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Kyle Mathews California Realty,Kyle Mathews,5508   Denny AVE  North Hollywood CA 91601,818-470-2435,-118.42468,34.32161,POINT (-118.42468 34.32161),18912,38,376,,1,47
6052016033,01/17/2020,Single Family,207 E CENTURY BLVD,LOS ANGELES,CA,90003,8,American Financial Resources c/o LoanCare LLC,Tara Williams,757-452-5240,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.27146,33.94575,POINT (-118.27146 33.94575),22352,805,1177,7,14,45
2565001038,01/22/2020,Single Family,6909 W BELLCLAIRE ST,LOS ANGELES,CA,91042,7,BSI Financial Services,customer care,800-327-7861,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,-118.28128,34.25945,POINT (-118.28128 34.25945),3222,2,536,,1,7
5090029042,01/22/2020,Single Family,801  PLYMOUTH,LOS ANGELES,CA,90005,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.32416,34.06003,POINT (-118.32416 34.06003),22722,613,1344,36,7,86
2644030090,01/18/2020,Single Family,9336 N VAN NUYS BLVD,LOS ANGELES,CA,91402,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.45004,34.24,POINT (-118.45004 34.24),19730,136,319,,3,59
5056008003,01/06/2020,Single Family,1312 S ARAPAHOE ST,LOS ANGELES,CA,90006,1,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28522,34.04676,POINT (-118.28522 34.04676),22723,670,950,,11,8
2124022008,02/05/2020,Single Family,18141 W DELANO ST,LOS ANGELES,CA,91335,3,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52877,34.18266,POINT (-118.52877 34.18266),18909,268,305,,4,10
6040008027,03/24/2020,Multi-Family,8507 S MAIN ST,LOS ANGELES,CA,90003,9,"Wilmington Savings Fund Society, FSB, not in its individual capacity but solely as Owner Trustee",Doug Randall,303-470-3633,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.27403,33.96131,POINT (-118.27403 33.96131),22352,795,1002,7,13,45
2620022010,01/03/2020,Single Family,10360 N CAYUGA AVE,LOS ANGELES,CA,91331,7,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway  5th F Bayonne NJ 7002,201-746-8715,-118.42178,34.25882,POINT (-118.42178 34.25882),18907,30,409,,1,11
2612022018,01/30/2020,Single Family,14820 W HUBBARD ST,LOS ANGELES,CA,91342,7,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,909-481-1100,-118.45423,34.28667,POINT (-118.45423 34.28667),18912,58,244,,1,47
4321014005,01/02/2020,Single Family,2018 S GLENDON AVE,LOS ANGELES,CA,90025,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.43268,34.04677,POINT (-118.43268 34.04677),23443,860,737,9,6,75
5016007020,01/07/2020,Single Family,1618 W 45TH ST,LOS ANGELES,CA,90062,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.30746,34.00269,POINT (-118.30746 34.00269),24027,742,1048,7,14,35
2213014013,01/30/2020,Single Family,8019 N MAMMOTH AVE,LOS ANGELES,CA,91402,6,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.43212,34.21685,POINT (-118.43212 34.21685),19730,151,1300,,3,59
2118006022,01/18/2020,Single Family,18715 W COVELLO ST,LOS ANGELES,CA,91335,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.54106,34.20757,POINT (-118.54106 34.20757),18909,250,278,,4,12
5307014005,01/22/2020,Multi-Family,3927 N VAN HORNE AVE,LOS ANGELES,CA,90032,14,BSI Financial Services,customer care,800-327-7861,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013,818-636-9795,-118.17147,34.09027,POINT (-118.17147 34.09027),23449,495,623,,9,91
5127003001,01/09/2020,Multi-Family,1949 S ADAIR ST,LOS ANGELES,CA,90011,9,Rushmore Loan Managment,Dawn Talavera,888-504-6700,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.25927,34.02684,POINT (-118.25927 34.02684),23076,702,815,7,13,6
2502023002,01/22/2020,Single Family,14571 W BLEDSOE ST,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.4506,34.3187,POINT (-118.4506 34.3187),18912,45,293,,1,47
6023022004,02/11/2020,Multi-Family,810 1/2 E 76TH PL,LOS ANGELES,CA,90001,9,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,NULL,NULL,,NULL,-118.26037,33.97016,POINT (-118.26037 33.97016),22350,791,999,7,13,46
7467004037,01/09/2020,Single Family,3216 S KERCKHOFF AVE,SAN PEDRO,CA,90731,15,"HECTOR LOPEZ C/O PNC Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.2896,33.71478,POINT (-118.2896 33.71478),3342,987,827,15,15,33
5556009005,01/10/2020,Single Family,8353 W YUCCA TR,HOLLYWOOD,CA,90046,4,"Bank of America National Association a national banking association c/o Altisource Solutions, Inc.",Shameel Mohammed,866-952-6514,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.37227,34.10434,POINT (-118.37227 34.10434),23677,458,727,,7,81
2118027020,01/02/2020,Single Family,7252 N CAPPS AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.53955,34.20274,POINT (-118.53955 34.20274),18909,250,278,,4,12
4371019037,01/27/2020,Vacant Residential,993 N BEVERLY GLEN BLVD,LOS ANGELES,CA,90077,5,Mark Beychok,Mark Beychok,310-402-6275,NULL,NULL,,NULL,-118.43996,34.09342,POINT (-118.43996 34.09342),24037,828,770,,6,81
5302025001,01/07/2020,Single Family,4662 E EDISON ST,LOS ANGELES,CA,90032,14,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.18509,34.08979,POINT (-118.18509 34.08979),23449,498,374,,9,91
5556008028,01/07/2020,Single Family,8280 W GRAND VIEW DR,HOLLYWOOD,CA,90046,4,CALIBER HOME LOANS,VPR DEPARTMENT,213-345-6264,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37124,34.10444,POINT (-118.37124 34.10444),23677,458,727,,7,81
6055002021,01/23/2020,Single Family,9451 S LA SALLE AVE,LOS ANGELES,CA,90047,8,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.30586,33.94951,POINT (-118.30586 33.94951),23678,779,1169,7,14,20
