APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2104010029,11/13/2019,Single Family,19141 W STAGG ST,LOS ANGELES,CA,91335,3,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.55068,34.21119,POINT (-118.55068 34.21119),18909,255,1546,,4,12
2763020018,01/14/2019,Single Family,9340 N CREBS AVE,LOS ANGELES,CA,91324,12,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.54407,34.24044,POINT (-118.54407000000002 34.24044),18513,107,939,,2,77
2184011004,11/27/2019,Vacant Residential,4551 N LINDLEY AVE,LOS ANGELES,CA,91356,3,Lien Holder,Kenneth Rose,310-391-3627,NULL,NULL,,NULL,-118.52963,34.15303,POINT (-118.52963 34.15303),19339,328,587,,4,10
6042022022,07/30/2019,Single Family,825 E 87TH ST,LOS ANGELES,CA,90002,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.2599,33.95937,POINT (-118.25990000000002 33.95937),22351,798,1175,7,13,45
4001029016,01/31/2019,Single Family,6242 S MORLEY AVE,LOS ANGELES,CA,90056,11,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.36536,33.98274,POINT (-118.36536 33.98274),24351,926,758,10,10,16
2206034025,01/29/2019,Single Family,16010 W WYANDOTTE ST,VAN NUYS,CA,91406,6,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,-118.48176,34.20288,POINT (-118.48176 34.20288),19734,221,261,,3,61
4326003067,01/03/2019,Single Family,10550 W WILSHIRE BLVD 1-50,LOS ANGELES,CA,90024,5,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.43255,34.06277,POINT (-118.43255000000002 34.06277),23442,857,496,9,6,72
7416027010,03/21/2019,Single Family,620 N NEPTUNE AVE,LOS ANGELES,CA,90744,15,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.2686,33.77742,POINT (-118.2686 33.77742),3350,965,1560,,15,15
5071004026,01/17/2019,Single Family,1668 S WELLINGTON RD,LOS ANGELES,CA,90019,10,Celink,Cory Daggett,866-654-0020,J & J Board Ups,Javier Ortiz,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.33161,34.04343,POINT (-118.33161 34.04343),23080,651,1105,,12,69
6030002007,11/29/2019,Multi-Family,232 E 79TH ST,LOS ANGELES,CA,90003,9,"Cenlar FSB,",Tina Santos,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.27063,33.96776,POINT (-118.27063 33.96776),22352,794,998,7,13,46
5035033022,08/28/2019,Single Family,1719 W 38TH ST,LOS ANGELES,CA,90062,8,BSI Financial Services,customer care,800-327-7861,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.31155,34.01746,POINT (-118.31155 34.01746),24027,731,1016,7,14,32
2375002037,01/30/2019,Single Family,4329  WHITSETT,LOS ANGELES,CA,91604,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.40538,34.14966,POINT (-118.40538 34.14966),8492,346,1505,,5,84
5034007002,03/11/2019,Single Family,3905 S 6TH AVE,LOS ANGELES,CA,90008,10,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.32424,34.01435,POINT (-118.32424000000002 34.01435),22725,747,1306,7,12,54
6003011023,01/21/2019,Multi-Family,5972 S NORMANDIE AVE 1-3,LOS ANGELES,CA,90044,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.30006,33.9862,POINT (-118.30006 33.9862),23675,768,1157,7,13,2
2689021016,03/08/2019,Single Family,16666 W BRYANT ST,LOS ANGELES,CA,91343,12,"Cenlar FSB,",Tina Santos,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.49603,34.22745,POINT (-118.49603 34.22745),18914,120,422,,2,88
4236001006,02/25/2019,Single Family,1171 E NELROSE AVE,LOS ANGELES,CA,90291,11,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.45105,33.99392,POINT (-118.45105 33.99392),25073,912,1394,10,10,30
2727005030,07/31/2019,Multi-Family,22322 1/2 W LASSEN ST,CHATSWORTH,CA,91311,12,Allied Lending c/o witkin & Eisinger LLC,Richard Witkin,818-845-4000,NULL,NULL,,NULL,-118.61353,34.24974,POINT (-118.61352999999998 34.24974),4284,96,370,,2,43
2660017015,01/30/2019,Single Family,15131 W TUBA ST,LOS ANGELES,CA,91345,7,PennyMac Loan Services,Property Preservation,866-695-4122,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.46197,34.25643,POINT (-118.46197 34.25643),19330,73,253,,1,4
6030004023,06/19/2019,Multi-Family,218 1/2 E 80TH ST,LOS ANGELES,CA,90003,9,PennyMac Loan Services,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.27108,33.96691,POINT (-118.27108 33.96691),22352,794,1001,7,13,46
4419006002,01/01/2019,Single Family,661 N LACHMAN LANE,LOS ANGELES,CA,90272,11,US-BANK National Association,Jessica Vanella,612-973-2749,Advantage Conveyance,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.54634,34.04867,POINT (-118.54634000000001 34.04867),25066,836,1390,,10,
2236014012,01/21/2019,Multi-Family,14658 W HAYNES ST,VAN NUYS,CA,91411,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.45289,34.1895,POINT (-118.45288999999998 34.1895),19735,232,290,,3,18
4329004045,07/18/2019,Single Family,2220 S AVENUE OF THE STARS,LOS ANGELES,CA,90067,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.40939,34.05241,POINT (-118.40938999999999 34.05241),24032,870,1241,9,6,75
2503019024,10/18/2019,Single Family,14130 W EL CASCO ST,LOS ANGELES,CA,91342,7,Quicken Loan Servicing,Eric Moore,877-338-3791,ServiceLink,Service Link,1400   CHERRINGTON PKWY  MOON TOWNSHIP PA 15108,800-777-8759,-118.44041,34.32386,POINT (-118.44041 34.32386),18912,37,1398,,1,47
5043003021,07/24/2019,Multi-Family,2537 S CLOVERDALE AVE,LOS ANGELES,CA,90016,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.35722,34.03319,POINT (-118.35722 34.03319),23077,666,1118,,12,17
6109019043,01/07/2019,Single Family,1334 W 187TH PL,LOS ANGELES,CA,90248,15,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.29786,33.8604,POINT (-118.29786 33.8604),24685,943,798,,15,55
5031011006,01/11/2019,Single Family,4028 W DON DIABLO DR,LOS ANGELES,CA,90008,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.3456,34.0088,POINT (-118.3456 34.0088),22725,765,1026,7,14,54
5080034028,03/07/2019,Multi-Family,1157 S IROLO ST,LOS ANGELES,CA,90006,10,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,-118.30119,34.04924,POINT (-118.30119000000002 34.04924),22723,618,1357,,12,52
5204024014,01/01/2019,Multi-Family,2322 N GRIFFIN AVE,LOS ANGELES,CA,90031,1,"Deutsche Bank, c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.21139,34.07264,POINT (-118.21139 34.07264),23448,493,619,,11,1
2425016006,08/12/2019,Single Family,3600 N MULTIVIEW DR,LOS ANGELES,CA,90068,4,OSCAR POLISHUK,OSCAR POLISHUK,818-432-3582,NULL,NULL,,NULL,-118.3621,34.13122,POINT (-118.3621 34.13122),24033,350,713,11,7,82
4118005119,12/11/2019,Single Family,8738  DELGANY,LOS ANGELES,CA,90293,11,Champion Mortgage,Jennifer Hathaway,972-894-2950,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.4384,33.95532,POINT (-118.4384 33.95532),25075,930,1253,10,10,16
5190022027,03/15/2019,Multi-Family,3319 E HUNTER ST,LOS ANGELES,CA,90023,14,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.2071,34.02067,POINT (-118.20710000000001 34.02067),23441,530,961,,9,38
2324025019,01/01/2019,Single Family,6844 N BELLAIRE AVE,LOS ANGELES,CA,91605,2,US-BANK National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-739-2900,-118.4093,34.19535,POINT (-118.40929999999999 34.19535),8888,180,1503,,5,71
5047016009,10/02/2019,Single Family,3506 S CARMONA AVE,LOS ANGELES,CA,90016,10,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.36678,34.02283,POINT (-118.36678 34.022830000000006),23077,669,1514,,12,17
5518019019,02/22/2019,Single Family,153 N CATALINA ST,LOS ANGELES,CA,90004,13,Mr. Cooper LLC,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,512-833-8101,-118.29559,34.07427,POINT (-118.29559000000002 34.07427),22721,582,936,16,8,89
2074023002,01/31/2019,Single Family,23110 W BIGLER ST,LOS ANGELES,CA,91364,3,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",Michael Lopata,954-590-7161,M & M Mortgage Services,Alexa Urcuyo,2031  E Cerritos AVE  Anaheim CA 92806,800-336-4890,-118.62941,34.1611,POINT (-118.62940999999998 34.1611),19346,310,650,,4,49
5082026003,01/03/2019,Single Family,1107 S CRENSHAW BLVD,LOS ANGELES,CA,90019,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.32419,34.05281,POINT (-118.32419 34.05281000000001),23080,614,1345,,12,52
2419005015,11/27/2019,Single Family,10857 W MORRISON ST,LOS ANGELES,CA,91601,2,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,NULL,NULL,,NULL,-118.36784,34.16092,POINT (-118.36784 34.16092),8488,212,338,,5,13
5003020004,03/06/2019,Multi-Family,1723 W 55TH ST,LOS ANGELES,CA,90062,8,"ABS REO Trust V, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30754,33.99247,POINT (-118.30754000000002 33.99247),24027,743,1051,7,14,35
4411007021,11/02/2019,Single Family,750 N TOYOPA DR,LOS ANGELES,CA,90272,11,JAMES LIMA c/o BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.52055,34.04206,POINT (-118.52055 34.04206),25066,838,1388,,10,
5424003010,01/01/2019,Multi-Family,2323 W MAYBERRY ST,LOS ANGELES,CA,90026,13,Deutsche Bank National Trust  co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26341,34.08401,POINT (-118.26341 34.08401),23444,468,634,,8,31
5214005055,05/21/2019,Single Family,4515 E TOURMALINE ST,LOS ANGELES,CA,90032,14,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.19144,34.07881,POINT (-118.19144 34.07881),23449,500,614,,9,91
2274018002,02/19/2019,Single Family,14242 W MILLBROOK DR,LOS ANGELES,CA,91423,4,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,-118.44353,34.14471,POINT (-118.44353 34.14471),19736,341,342,,7,83
5015034017,01/03/2019,Multi-Family,4620 1/2 S 2ND AVE,LOS ANGELES,CA,90043,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.31904,34.00114,POINT (-118.31904000000002 34.00114),23674,751,1044,7,14,24
4431027046,12/10/2019,Single Family,2008 N PALISADES DR,LOS ANGELES,CA,90272,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.5545,34.07437,POINT (-118.55450000000002 34.07437),25066,835,1526,,10,
2104016031,10/17/2019,Single Family,7530 N VANALDEN AVE,LOS ANGELES,CA,91335,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.54902,34.2074,POINT (-118.54902 34.2074),18909,257,544,,4,12
5437024025,10/31/2019,Single Family,2931 N GRACIA ST,LOS ANGELES,CA,90039,13,Statebridge,Bryce Fendall,720-697-6421,"New Beginning Properties, Inc.",Jose Chavez,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.26017,34.11125,POINT (-118.26017 34.11125),23670,391,450,,8,42
2701044004,03/27/2019,Single Family,20331 W VIA GALILEO,LOS ANGELES,CA,91326,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.5765,34.29554,POINT (-118.57650000000001 34.29554),18905,66,1531,,2,48
2303019066,07/08/2019,Single Family,12956 W YERBA ST,LOS ANGELES,CA,91605,2,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8869,Alliance Field Inspection Services attn Assero Services,Richere Laporte,7786   Holland Park ST  Chino CA 91708,866-832-1711,-118.41645,34.21118,POINT (-118.41645 34.21118),8888,163,463,,5,71
6017032009,07/17/2019,Single Family,1832 W 78TH PL,LOS ANGELES,CA,90047,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.31022,33.96806,POINT (-118.31022 33.96806),23678,778,355,7,14,20
2202006026,10/29/2019,Single Family,17359 W KESWICK ST,LOS ANGELES,CA,91325,12,Central Loan Administration & Reporting,Athena Santos,888-821-6452,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.5121,34.20975,POINT (-118.51210000000002 34.20975),18514,252,259,,2,65
5061010008,01/01/2019,Single Family,2209 S WEST BLVD,LOS ANGELES,CA,90016,10,"U.S. Bank N.A., c/o Select Portfolio Servicing",Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.33907,34.0368,POINT (-118.33907 34.0368),23077,655,1111,,12,69
2248003003,10/15/2019,Single Family,4842 N LENNOX AVE,LOS ANGELES,CA,91423,4,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.44529,34.1588,POINT (-118.44529000000001 34.1588),19736,245,562,,7,83
4369038021,11/07/2019,Single Family,10850 W PORTOFINO PL,LOS ANGELES,CA,90077,5,SN Servicing Corporation,Ashlee McKenney,707-476-2622,Expert Real Estate,Caroline Grimm,9447   Firestone BLVD  Downey CA 90241,562-237-6102,-118.45787,34.09668,POINT (-118.45787000000001 34.09668),24037,828,792,,6,81
7456021056,08/14/2019,Single Family,356 W 15TH ST,SAN PEDRO,CA,90731,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28474,33.7307,POINT (-118.28474000000001 33.7307),3342,980,1208,15,15,33
2032019014,02/18/2019,Single Family,24620 W CALVERT ST,LOS ANGELES,CA,91367,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.66193,34.18319,POINT (-118.66193 34.18319),19347,308,1551,,4,49
4007025016,01/14/2019,Single Family,6335 S ARLINGTON AVE,LOS ANGELES,CA,90043,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.31882,33.98203,POINT (-118.31882000000002 33.98203),23674,754,1060,7,14,24
5061026034,07/09/2019,Single Family,2350 S LUCERNE AVE,LOS ANGELES,CA,90016,10,"MEGA CAPITAL FUNDING, INC.",RICH FIKE,847-550-7497,Los Angeles County Property Preservation,Eddie Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.34244,34.03554,POINT (-118.34244 34.03554),23077,655,1111,,12,69
2423024076,07/15/2019,Single Family,10626 W VALLEY SPRING LANE,LOS ANGELES,CA,91602,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.36241,34.14659,POINT (-118.36241000000001 34.14659),8489,342,703,,7,5
6120026022,01/02/2019,Single Family,514 W 156TH ST,LOS ANGELES,CA,90248,15,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.28348,33.88972,POINT (-118.28348 33.88972),24685,941,901,7,15,53
2532007130,11/06/2019,Single Family,12601 W VAN NUYS BLVD,LOS ANGELES,CA,91331,7,Strategic Emerging Economics,stewart oroz,818-885-8585,NULL,NULL,,NULL,-118.40765,34.27691,POINT (-118.40765 34.27691),18907,21,671,,1,11
6087012018,07/07/2019,Single Family,11715 1/2 S MAIN ST,LOS ANGELES,CA,90061,15,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.27413,33.92681,POINT (-118.27412999999999 33.92681),24355,816,719,7,15,53
5016002014,07/08/2019,Single Family,1517 W 45TH ST,LOS ANGELES,CA,90062,8,Loancare,Sarah Richardson,757-452-5138,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.30399,34.0029,POINT (-118.30399 34.0029),24027,740,1048,7,14,35
7422011033,06/20/2019,Single Family,1610 N BROAD AVE,LOS ANGELES,CA,90744,15,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.26183,33.79589,POINT (-118.26183 33.79589),3350,952,626,,15,15
2024036012,08/20/2019,Single Family,6849 N NITA AVE,LOS ANGELES,CA,91303,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.61383,34.19514,POINT (-118.61383000000001 34.19514),4278,297,1473,,4,37
5563027005,03/26/2019,Single Family,8951 W APPIAN WAY,HOLLYWOOD,CA,90046,4,Bayview Loan Servicing/Bayview Representative,Frances Guerra,954-590-7161,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.38501,34.10652,POINT (-118.38501000000001 34.10652),24034,459,731,,7,81
5445028026,07/26/2019,Multi-Family,2222 1/2 N DORRIS PL,LOS ANGELES,CA,90031,13,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.23785,34.09049,POINT (-118.23785 34.09049),23448,478,617,,8,22
5175032029,09/24/2019,Single Family,611 N SAN BENITO ST,LOS ANGELES,CA,90033,14,Reverse Mortgage Solutions,Josefina Scott,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.21329,34.05144,POINT (-118.21329 34.05144),23450,512,509,,9,38
5550027038,08/02/2019,Single Family,1355 N SIERRA BONITA AVE,HOLLYWOOD,CA,90046,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.35405,34.09594,POINT (-118.35405 34.09594),23677,409,800,,7,82
6053025010,07/30/2019,Multi-Family,10110 S BROADWAY,LOS ANGELES,CA,90003,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27794,33.94426,POINT (-118.27793999999999 33.94426),22352,804,1191,7,14,45
7425017038,01/18/2019,Multi-Family,1116 E M ST,LOS ANGELES,CA,90744,15,Select Portfolio Servicing,Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.24919,33.78914,POINT (-118.24919 33.78914),3350,962,1204,,15,15
2315018038,01/21/2019,Single Family,11050 W COHASSET ST,LOS ANGELES,CA,91352,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.37203,34.20647,POINT (-118.37203 34.20647),19335,170,1298,,5,21
5686006016,11/03/2019,Multi-Family,5052 N SHEARIN AVE,LOS ANGELES,CA,90041,14,Alex Mehdiani,Alex Mehdiani,818-252-8552,NULL,NULL,,NULL,-118.21039,34.13783,POINT (-118.21039000000002 34.13783),23672,356,401,,9,60
4005016012,04/18/2019,Single Family,5942 S 6TH AVE,LOS ANGELES,CA,90043,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.32339,33.98606,POINT (-118.32339000000002 33.98606),23674,753,615,7,14,24
